ncessch,schnam,leanm,member,white,totfrl,lstree,lcity,lstate,lzip,coname,type,status,level,latitude,longitude,id,route_id,state_code,through_la,f_system_v,aadt_vn,distance,geom
040625001425,SUN VALLEY ELEMENTARY SCHOOL,PEORIA UNIFIED SCHOOL DISTRICT,929,380,568,8361 NORTH 95TH AVE,PEORIA,AZ,85345,MARICOPA COUNTY,4,1,1,33.556800,-112.263300,40438,S 101,4,8,2,111835,176.89539719,0101000020E61000005B423EE8D9105CC0D734EF3845C74040
040630000533,KENILWORTH ELEMENTARY SCHOOL,PHOENIX ELEMENTARY DISTRICT,648,38,460,1210 NORTH 5TH AVE,PHOENIX,AZ,85003,MARICOPA COUNTY,1,1,1,33.462200,-112.080800,4354,I 010,4,10,1,214493,230.43657727,0101000020E61000001361C3D32B055CC0091B9E5E29BB4040
040633000541,CARL HAYDEN HIGH SCHOOL,PHOENIX UNION HIGH SCHOOL DISTRICT,2063,52,1818,3333 WEST ROOSEVELT,PHOENIX,AZ,85009,MARICOPA COUNTY,1,1,3,33.458100,-112.131400,77576,07  35TH                AVE     01,4,5,3,50133,285.5295638,0101000020E610000071AC8BDB68085CC018265305A3BA4040
040775001046,DESERT WINDS ELEMENTARY SCHOOL,DEER VALLEY UNIFIED DISTRICT,374,190,256,19825 NORTH 15TH AVE,PHOENIX,AZ,85027,MARICOPA COUNTY,1,1,1,33.667800,-112.090600,40645,S 101,4,8,2,168175,161.32532652,0101000020E61000002041F163CC055CC068226C787AD54040
040775002591,ESCHOOL,DEER VALLEY UNIFIED DISTRICT,44,34,-1,20402 NORTH 15TH AVE,PHOENIX,AZ,85027,MARICOPA COUNTY,1,1,3,33.670700,-112.092900,40644,S 101,4,8,2,168175,135.32153107,0101000020E61000001973D712F2055CC0AEB6627FD9D54040
040831000764,ARREDONDO ELEMENTARY SCHOOL,TEMPE SCHOOL DISTRICT,337,70,235,1330 EAST CARSON DR,TEMPE,AZ,85282,MARICOPA COUNTY,1,1,1,33.384000,-111.916300,56615,U 060,4,11,2,185766,173.45299361,0101000020E6100000CA54C1A8A4FA5BC0FED478E926B14040
040831000767,CARMINATI SCHOOL,TEMPE SCHOOL DISTRICT,363,96,287,4001 SOUTH MCALLISTER AVE,TEMPE,AZ,85282,MARICOPA COUNTY,1,1,1,33.386800,-111.930200,56605,U 060,4,10,2,180571,143.44965605,0101000020E61000004FAF946588FB5BC0E10B93A982B14040
040831003112,WARD TRADITIONAL ACADEMY,TEMPE SCHOOL DISTRICT,477,259,127,1965 EAST HERMOSA DR,TEMPE,AZ,85282,MARICOPA COUNTY,1,1,1,33.387200,-111.901200,56626,U 060,4,10,2,150152,175.92006663,0101000020E6100000EFC9C342ADF95BC06F8104C58FB14040
040849002132,SHEELY FARMS ELEMENTARY SCHOOL,TOLLESON ELEMENTARY DISTRICT,789,70,595,9450 WEST ENCANTO,PHOENIX,AZ,85037,MARICOPA COUNTY,1,1,1,33.473800,-112.263100,40365,S 101,4,7,2,136458,266.35456173,0101000020E6100000F7E461A1D6105CC0226C787AA5BC4040
040880000842,BOOTH-FICKETT MATH/SCIENCE MAGNET SCHOOL,TUCSON UNIFIED DISTRICT,1281,307,926,450 SOUTH MONTEGO DR,TUCSON,AZ,85710,PIMA COUNTY,1,1,1,32.215300,-110.838100,161665,10  KOLB                RD,4,6,3,51784,267.76056073,0101000020E6100000C4B12E6EA3B55BC0166A4DF38E1B4040
040880000870,MISSION VIEW ELEMENTARY SCHOOL,TUCSON UNIFIED DISTRICT,253,4,236,2600 SOUTH 8TH AVE,TUCSON,AZ,85713,PIMA COUNTY,1,1,1,32.191800,-110.972300,5856,I 010,4,6,1,105000,288.59816001,0101000020E6100000A779C7293ABE5BC0B8AF03E78C184040
040906000947,WASHINGTON ELEMENTARY SCHOOL,WASHINGTON ELEMENTARY SCHOOL DISTRICT,951,137,948,8033 NORTH 27TH AVE,PHOENIX,AZ,85051,MARICOPA COUNTY,1,1,1,33.554200,-112.116100,83536,07  NORTHERN            AVE     01,4,5,4,55219,122.09200166,0101000020E610000033C4B12E6E075CC0BBB88D06F0C64040
040973401517,ADOBE MOUNTAIN SCHOOL,AZ DEPT OF JUVENILE CORRECTIONS,309,89,-1,2800 WEST PINNACLE PEAK RD,PHOENIX,AZ,85027,MARICOPA COUNTY,4,1,4,33.703100,-112.118100,10010,I 017,4,8,1,101693,260.09448614,0101000020E6100000166A4DF38E075CC0A7E8482EFFD94040
050007401030,LISA ACADEMY,LISA ACADEMY CHARTER,539,131,193,21 CORPORATE HILL DR,LITTLE ROCK,AR,72205,PULASKI COUNTY,1,1,2,34.750900,-92.387500,135906,60x00630x210,5,6,1,99420,272.61077604,0101000020E6100000CDCCCCCCCC1857C08048BF7D1D604140
050007401107,LISA ACADEMY HIGH,LISA ACADEMY CHARTER,260,79,99,21 CORPORATE HILL DR,LITTLE ROCK,AR,72205,PULASKI COUNTY,1,1,3,34.750900,-92.387300,135906,60x00630x210,5,6,1,99420,273.04721179,0101000020E6100000696FF085C91857C08048BF7D1D604140
050039901473,LISA ACADEMY NORTH MIDDLE,LISA ACADEMY NORTH CHARTER,177,72,77,5410 LANDERS RD,SHERWOOD,AR,72117,PULASKI COUNTY,1,1,2,34.800400,-92.213000,132782,60x00067x100,5,6,2,75058,216.03713168,0101000020E61000001283C0CAA10D57C0F5DBD78173664140
050039901485,LISA ACADEMY NORTH ELEM,LISA ACADEMY NORTH CHARTER,304,133,105,5410 LANDERS RD,SHERWOOD,AR,72117,PULASKI COUNTY,1,1,1,34.800400,-92.213000,132782,60x00067x100,5,6,2,75058,216.03713168,0101000020E61000001283C0CAA10D57C0F5DBD78173664140
050039901501,LISA ACADEMY-NLR HIGH SCHOOL,LISA ACADEMY NORTH CHARTER,112,63,37,5410 LANDERS RD,SHERWOOD,AR,72117,PULASKI COUNTY,1,1,3,34.800400,-92.213000,132782,60x00067x100,5,6,2,75058,216.03713168,0101000020E61000001283C0CAA10D57C0F5DBD78173664140
050900000176,M.L. KING MAGNET ELEM. SCHOOL,LITTLE ROCK SCHOOL DISTRICT,531,13,451,907 MARTIN LUTHER KING JR BLVD,LITTLE ROCK,AR,72202,PULASKI COUNTY,1,1,1,34.741900,-92.287700,135834,60x00630x210,5,6,1,114072,150.01234547,0101000020E6100000CAC342AD691257C082734694F65E4140
050900000462,ACCELERATED LEARNING PROGRAM,LITTLE ROCK SCHOOL DISTRICT,176,6,115,7701 SCOTT HAMILTON DR,LITTLE ROCK,AR,72209,PULASKI COUNTY,4,1,3,34.677600,-92.318600,132144,60x00030x230,5,6,1,81629,179.7773809,0101000020E61000005C2041F1631457C082E2C798BB564140
050900000604,BOOKER ARTS MAGNET ELEM. SCH.,LITTLE ROCK SCHOOL DISTRICT,515,125,416,2016 BARBER ST,LITTLE ROCK,AR,72206,PULASKI COUNTY,1,1,1,34.728800,-92.261800,132211,60x00030x230,5,6,1,101513,200.54439316,0101000020E6100000F085C954C11057C093A98251495D4140
050900000617,HENDERSON MIDDLE SCHOOL,LITTLE ROCK SCHOOL DISTRICT,727,32,649,401 BARROW RD,LITTLE ROCK,AR,72205,PULASKI COUNTY,1,1,2,34.748500,-92.370700,135893,60x00630x210,5,6,1,109886,188.16739815,0101000020E610000024287E8CB91757C02B8716D9CE5F4140
050900000621,MANN MAGNET MIDDLE SCHOOL,LITTLE ROCK SCHOOL DISTRICT,759,201,487,1000 EAST ROOSEVELT RD,LITTLE ROCK,AR,72206,PULASKI COUNTY,1,1,2,34.724900,-92.263100,132208,60x00030x230,5,6,1,101513,260.35748924,0101000020E6100000F7E461A1D61057C0696FF085C95C4140
050900000638,WOODRUFF EARLY CHILDHOOD CTR,LITTLE ROCK SCHOOL DISTRICT,132,8,0,3010 WEST SEVENTH ST,LITTLE ROCK,AR,72205,PULASKI COUNTY,1,1,1,34.745900,-92.307200,135851,60x00630x210,5,6,1,114580,243.88476451,0101000020E61000003255302AA91357C00F0BB5A6795F4140
050900001217,ROCKEFELLER INCENTIVE ELEM.,LITTLE ROCK SCHOOL DISTRICT,417,38,356,700 EAST 17TH ST,LITTLE ROCK,AR,72206,PULASKI COUNTY,1,1,1,34.732200,-92.265300,132215,60x00030x230,5,6,1,101513,238.25201948,0101000020E61000003EE8D9ACFA1057C0CB10C7BAB85D4140
050954000697,MAYFLOWER ELEMENTARY SCHOOL,MAYFLOWER SCHOOL DISTRICT,441,371,284,4 GROVE ST,MAYFLOWER,AR,72106,FAULKNER COUNTY,1,1,1,34.957900,-92.424400,34017,23x00040x320,5,4,1,58000,200.82980591,0101000020E6100000091B9E5E291B57C0516B9A779C7A4140
051185000919,JACKSONVILLE HIGH SCHOOL,PULASKI CO. SPEC. SCHOOL DIST.,830,236,537,2400 LINDA LN,JACKSONVILLE,AR,72076,PULASKI COUNTY,1,1,3,34.887800,-92.102700,132891,60x00067x100,5,4,2,55000,243.32991418,0101000020E6100000265305A3920657C0C4B12E6EA3714140
060000109444,HIGH DESERT,ACTON-AGUA DULCE UNIFIED,325,198,105,3620 ANTELOPE WOODS RD,ACTON,CA,93510,LOS ANGELES COUNTY,1,1,2,34.491300,-118.194800,33427,SHS_014,6,6,3,92000,78.24842895,0101000020E6100000B1506B9A778C5DC02D431CEBE23E4140
060001300805,ANTELOPE CREEK ELEMENTARY,ROCKLIN UNIFIED,482,299,201,6185 SPRINGVIEW DR,ROCKLIN,CA,95677,PLACER COUNTY,1,1,1,38.775800,-121.259500,44576,SHS_065,6,5,2,109000,122.57263476,0101000020E6100000F853E3A59B505EC04F1E166A4D634340
060002609485,EL TEJON ELEMENTARY,EL TEJON UNIFIED,219,128,133,4337 LEBEC RD,LEBEC,CA,93243,KERN COUNTY,1,1,2,34.872800,-118.887600,28840,SHS_005,6,8,1,74000,165.52901257,0101000020E61000007FFB3A70CEB85DC072F90FE9B76F4140
060002702452,DONALD GRAHAM ELEMENTARY,LAKE ELSINORE UNIFIED,504,162,312,35450 FREDERICK ST,WILDOMAR,CA,92595,RIVERSIDE COUNTY,1,1,1,33.606200,-117.256200,34049,SHS_015,6,6,1,121000,152.26997701,0101000020E61000000E4FAF9465505DC0E86A2BF697CD4040
060002912289,MURRIETA MESA HIGH,MURRIETA VALLEY UNIFIED,2160,941,762,24801 MONROE AVE,MURRIETA,CA,92562,RIVERSIDE COUNTY,1,1,3,33.563200,-117.201000,34041,SHS_015,6,6,1,124000,163.57241775,0101000020E6100000BE9F1A2FDD4C5DC0B98D06F016C84040
060003411882,VILLAGE CHARTER,WINDSOR UNIFIED,106,73,23,50 MARK WEST SPRINGS RD,SANTA ROSA,CA,95403,SONOMA COUNTY,1,1,1,38.493100,-122.749000,55357,SHS_101,6,6,2,79000,159.98781137,0101000020E61000000E2DB29DEFAF5EC02CD49AE61D3F4340
060003603755,NATOMAS HIGH,NATOMAS UNIFIED,1077,84,730,3301 FONG RANCH RD,SACRAMENTO,CA,95834,SACRAMENTO COUNTY,1,1,3,38.628300,-121.495000,19942,SAC_SAC_TRUXEL RD,6,6,3,57450,252.67779113,0101000020E610000048E17A14AE5F5EC0D50968226C504340
060004306174,VINE HILL ELEMENTARY,SCOTTS VALLEY UNIFIED,531,349,73,151 VINE HILL SCH RD,SCOTTS VALLEY,CA,95066,SANTA CRUZ COUNTY,1,1,1,37.067900,-121.999400,35009,SHS_017,6,4,2,54500,197.77827726,0101000020E6100000D5E76A2BF67F5EC0FFB27BF2B0884240
060004707397,MELVILLE S. JACOBSON ELEMENTARY,TRACY JOINT UNIFIED,624,113,334,1750 WEST KAVANAGH AVE,TRACY,CA,95376,SAN JOAQUIN COUNTY,1,1,1,37.757400,-121.447400,65527,SHS_205,6,4,1,95000,293.59523351,0101000020E6100000BF0E9C33A25C5EC0C5FEB27BF2E04240
060004712453,CALIFORNIA PACIFIC CHARTER SCHOOL NORTH CENTRAL CA,TRACY JOINT UNIFIED,133,46,46,1200 QUAIL ST 175,NEWPORT BEACH,CA,92660,ORANGE COUNTY,1,1,4,33.660200,-117.866600,45662,SHS_073,6,8,2,173700,293.85588907,0101000020E6100000ACADD85F76775DC0DC68006F81D44040
060015310930,MARK KEPPEL HIGH,ALHAMBRA UNIFIED,2356,30,1383,501 EAST HELLMAN AVE,ALHAMBRA,CA,91801,LOS ANGELES COUNTY,1,1,3,34.070500,-118.115400,31860,SHS_010,6,8,1,213000,117.8210045,0101000020E6100000567DAEB662875DC01B2FDD2406094140
060015310936,FREMONT ELEMENTARY,ALHAMBRA UNIFIED,570,10,387,2001 SOUTH ELM ST,ALHAMBRA,CA,91803,LOS ANGELES COUNTY,1,1,1,34.070900,-118.151100,31845,SHS_010,6,8,1,202000,249.67508998,0101000020E61000003D9B559FAB895DC0A9A44E4013094140
060015811509,CUNNINGHAM ELEMENTARY,TURLOCK UNIFIED,774,108,427,324 WEST LINWOOD AVE,TURLOCK,CA,95380,STANISLAUS COUNTY,1,1,1,37.477100,-120.852400,52070,SHS_099,6,6,2,71000,176.33381505,0101000020E610000011C7BAB88D365EC0F775E09C11BD4240
060133201984,FOOTHILL RANCH MIDDLE,TWIN RIVERS UNIFIED,593,179,556,5001 DIABLO DR,SACRAMENTO,CA,95842,SACRAMENTO COUNTY,1,1,2,38.675000,-121.348300,47234,SHS_080,6,11,1,189000,243.86468077,0101000020E6100000984C158C4A565EC06666666666564340
060133204149,D. W. BABCOCK ELEMENTARY,TWIN RIVERS UNIFIED,370,49,345,2400 CORMORANT WAY,SACRAMENTO,CA,95815,SACRAMENTO COUNTY,1,1,1,38.609200,-121.426000,42419,SHS_051,6,8,2,158000,184.49598976,0101000020E610000025068195435B5EC0925CFE43FA4D4340
060133205105,PIONEER ELEMENTARY,TWIN RIVERS UNIFIED,657,270,581,5816 PIONEER WAY,SACRAMENTO,CA,95841,SACRAMENTO COUNTY,1,1,1,38.672600,-121.343600,47234,SHS_080,6,11,1,189000,240.41600386,0101000020E6100000F5B9DA8AFD555EC012A5BDC117564340
060133205109,WOODRIDGE ELEMENTARY,TWIN RIVERS UNIFIED,494,110,473,5761 BRETT DR,SACRAMENTO,CA,95842,SACRAMENTO COUNTY,1,1,1,38.673000,-121.351200,47234,SHS_080,6,11,1,189000,290.6101973,0101000020E6100000BC96900F7A565EC0A01A2FDD24564340
060133210598,VISTA NUEVA CAREER AND TECHNOLOGY HIGH,TWIN RIVERS UNIFIED,142,20,135,2035 NORTH AVE,SACRAMENTO,CA,95838,SACRAMENTO COUNTY,4,1,3,38.640000,-121.418200,47189,SHS_080,6,6,1,132000,190.51079808,0101000020E6100000FBCBEEC9C35A5EC052B81E85EB514340
060133211916,HIGHER LEARNING ACADEMY,TWIN RIVERS UNIFIED,223,44,212,2625 PLOVER ST,SACRAMENTO,CA,95815,SACRAMENTO COUNTY,1,1,4,38.613400,-121.425400,42421,SHS_051,6,7,2,158000,254.96409106,0101000020E6100000FAEDEBC0395B5EC0E6AE25E4834E4340
060133213020,NOVA OPPORTUNITY,TWIN RIVERS UNIFIED,29,4,26,2035 NORTH AVE,SACRAMENTO,CA,95838,SACRAMENTO COUNTY,1,1,2,38.640000,-121.418200,47189,SHS_080,6,6,1,132000,190.51079808,0101000020E6100000FBCBEEC9C35A5EC052B81E85EB514340
060133512419,PACIFIC TECHNOLOGY SCHOOL SANTA ANA,SBC - PACIFIC TECHNOLOGY,176,59,84,102 BAKER ST EAST,COSTA MESA,CA,92626,ORANGE COUNTY,1,1,4,33.680100,-117.877700,42646,SHS_055,6,8,2,153950,110.54159675,0101000020E6100000C0EC9E3C2C785DC03B014D840DD74040
060133612404,BARACK OBAMA CHARTER,SBE - BARACK OBAMA CHARTER,358,2,320,1726 EAST 117TH ST,LOS ANGELES,CA,90059,LOS ANGELES COUNTY,1,1,1,33.927700,-118.244400,56722,SHS_105,6,8,1,236000,85.80430886,0101000020E61000001DC9E53FA48F5DC0E63FA4DFBEF64040
060133712390,WESTERN SIERRA COLLEGIATE ACADEMY,SBE - WESTERN SIERRA COLLEGIATE ACADEMY,728,453,53,660 MENLO DR,ROCKLIN,CA,95765,PLACER COUNTY,1,1,4,38.811700,-121.298000,44592,SHS_065,6,4,2,68000,194.23410844,0101000020E6100000508D976E12535EC0E4141DC9E5674340
060141406024,LA CUMBRE JUNIOR HIGH,SANTA BARBARA UNIFIED,537,47,418,2255 MODOC RD,SANTA BARBARA,CA,93101,SANTA BARBARA COUNTY,1,1,2,34.424700,-119.727100,53528,SHS_101,6,6,2,136000,241.70424636,0101000020E6100000FB3A70CE88EE5DC03C4ED1915C364140
060162000014,GAHR (RICHARD) HIGH,ABC UNIFIED,1961,144,997,11111 ARTESIA BLVD,CERRITOS,CA,90703,LOS ANGELES COUNTY,1,1,3,33.873900,-118.094700,49800,SHS_091,6,12,2,276000,281.11403519,0101000020E610000099BB96900F865DC0B9FC87F4DBEF4040
060162000018,JUAREZ (BENITO) ELEMENTARY,ABC UNIFIED,326,17,225,11939 ACLARE ST,CERRITOS,CA,90703,LOS ANGELES COUNTY,1,1,1,33.875000,-118.078200,49807,SHS_091,6,12,2,270500,162.81338115,0101000020E610000005A3923A01855DC00000000000F04040
060162000028,TRACY (WILBUR) HIGH (CONTINUATION),ABC UNIFIED,361,39,261,12222 CUESTA DR,CERRITOS,CA,90703,LOS ANGELES COUNTY,4,1,3,33.878600,-118.071700,49808,SHS_091,6,10,2,270500,261.48179214,0101000020E6100000E3C798BB96845DC0FF21FDF675F04040
060168000037,BOWMAN CHARTER,ACKERMAN CHARTER,537,435,137,13777 BOWMAN RD,AUBURN,CA,95603,PLACER COUNTY,1,1,1,38.935000,-121.055900,47366,SHS_080,6,6,1,54000,123.78698365,0101000020E61000002BF697DD93435EC048E17A14AE774340
060216009697,VINEYARD JUNIOR HIGH,ALTA LOMA ELEMENTARY,773,315,245,6440 MAYBERRY,ALTA LOMA,CA,91737,SAN BERNARDINO COUNTY,1,1,2,34.137000,-117.582600,65965,SHS_210,6,8,2,174000,202.09221442,0101000020E610000093A9825149655DC0A8C64B3789114140
060231000107,O. S. HUBBARD ELEMENTARY,ALUM ROCK UNION ELEMENTARY,523,2,491,1745 JUNE AVE,SAN JOSE,CA,95122,SANTA CLARA COUNTY,1,1,1,37.330800,-121.839100,54644,SHS_101,6,11,2,248000,283.70508029,0101000020E6100000B6847CD0B3755EC027C286A757AA4240
060231000110,LEE MATHSON MIDDLE,ALUM ROCK UNION ELEMENTARY,539,2,498,2050 KAMMERER AVE,SAN JOSE,CA,95116,SANTA CLARA COUNTY,1,1,2,37.350500,-121.841100,71338,SHS_680,6,8,1,205000,224.56706077,0101000020E6100000992A1895D4755EC0BE9F1A2FDDAC4240
060231013126,RENAISSANCE AT MATHSON,ALUM ROCK UNION ELEMENTARY,205,8,166,2050 KAMMERER AVE,SAN JOSE,CA,95116,SANTA CLARA COUNTY,4,1,2,37.350500,-121.841100,71338,SHS_680,6,8,1,205000,224.56706077,0101000020E6100000992A1895D4755EC0BE9F1A2FDDAC4240
060261000164,REVERE (PAUL) ELEMENTARY,ANAHEIM CITY,979,26,900,140 WEST GUINIDA LN,ANAHEIM,CA,92805,ORANGE COUNTY,1,1,1,33.813100,-117.908700,28229,SHS_005,6,12,1,263900,281.5806409,0101000020E610000003780B24287A5DC055302AA913E84040
060261000166,ROSS (BETSY) ELEMENTARY,ANAHEIM CITY,1044,33,895,535 SOUTH WALNUT ST,ANAHEIM,CA,92802,ORANGE COUNTY,1,1,1,33.826600,-117.928900,28243,SHS_005,6,13,1,270300,217.61999637,0101000020E61000004850FC18737B5DC0D26F5F07CEE94040
060261000168,SUNKIST ELEMENTARY,ANAHEIM CITY,875,52,765,500 NORTH SUNKIST ST,ANAHEIM,CA,92806,ORANGE COUNTY,1,1,1,33.845300,-117.879300,42869,SHS_057,6,13,2,251000,299.67969949,0101000020E6100000DCD7817346785DC087A757CA32EC4040
060261008240,WESTMONT ELEMENTARY,ANAHEIM CITY,950,42,804,1525 WEST W.MONT DR,ANAHEIM,CA,92801,ORANGE COUNTY,1,1,1,33.836900,-117.936700,28248,SHS_005,6,10,1,265000,258.98076806,0101000020E6100000728A8EE4F27B5DC0DE02098A1FEB4040
060285000214,MARSH ELEMENTARY,ANTIOCH UNIFIED,494,52,443,2304 G ST,ANTIOCH,CA,94509,CONTRA COSTA COUNTY,1,1,1,37.999500,-121.816200,27070,SHS_004,6,4,2,100000,153.95414344,0101000020E6100000B1BFEC9E3C745EC00E2DB29DEFFF4240
060285011573,BIDWELL CONTINUATION HIGH,ANTIOCH UNIFIED,199,29,103,800 GARY AVE,ANTIOCH,CA,94509,CONTRA COSTA COUNTY,4,1,3,37.999900,-121.792100,27083,SHS_004,6,4,2,86000,288.20038093,0101000020E610000058CA32C4B1725EC09CA223B9FCFF4240
060360000279,MOUNTAIN VIEW ELEMENTARY,AZUSA UNIFIED,446,12,373,201 NORTH VERNON AVE,AZUSA,CA,91702,LOS ANGELES COUNTY,1,1,1,34.124500,-117.917400,65857,SHS_210,6,10,1,246000,209.53318501,0101000020E61000006D567DAEB67A5DC00E2DB29DEF0F4140
060360000281,PARAMOUNT ELEMENTARY,AZUSA UNIFIED,403,7,341,409 WEST PARAMOUNT ST,AZUSA,CA,91702,LOS ANGELES COUNTY,1,1,1,34.119000,-117.911600,65861,SHS_210,6,12,1,239000,265.70836411,0101000020E610000027C286A7577A5DC0AC1C5A643B0F4140
060360000283,SIERRA HIGH,AZUSA UNIFIED,216,4,166,1134 SOUTH BARRANCA,GLENDORA,CA,91740,LOS ANGELES COUNTY,4,1,3,34.118400,-117.880700,65869,SHS_210,6,10,1,234000,275.3570666,0101000020E6100000956588635D785DC057EC2FBB270F4140
060363000293,COLLEGE HEIGHTS ELEMENTARY,BAKERSFIELD CITY,919,40,850,2551 SUNNY LN,BAKERSFIELD,CA,93305,KERN COUNTY,1,1,1,35.394900,-118.970800,63553,SHS_178,6,6,2,52500,147.19365362,0101000020E61000003CBD529621BE5DC05F984C158CB24140
060363000306,JEFFERSON ELEMENTARY,BAKERSFIELD CITY,546,36,531,816 LINCOLN ST,BAKERSFIELD,CA,93305,KERN COUNTY,1,1,1,35.387200,-118.986800,63550,SHS_178,6,6,2,63000,142.88483554,0101000020E610000057EC2FBB27BF5DC06F8104C58FB14140
060429013150,HIGHLAND ACADEMY,BEAUMONT UNIFIED,155,80,0,715 WELLWOOD AVE,BEAUMONT,CA,92223,RIVERSIDE COUNTY,1,1,1,33.931700,-116.982800,32339,SHS_010,6,9,1,124000,282.82120653,0101000020E610000090A0F831E63E5DC073D712F241F74040
060444013706,LAS FLORES HOME EDUCATION INDEPENDENT STUDY ACADEM,BELLFLOWER UNIFIED,66,25,20,10039 EAST PALM ST,BELLFLOWER,CA,90706,LOS ANGELES COUNTY,4,3,1,33.876700,-118.120100,49779,SHS_091,6,12,2,260000,63.88995668,0101000020E6100000F90FE9B7AF875DC09C33A2B437F04040
060462000422,BENICIA HIGH,BENICIA UNIFIED,1650,860,273,1101 MILITARY WEST,BENICIA,CA,94510,SOLANO COUNTY,1,1,3,38.064800,-122.174200,71922,SHS_780,6,4,1,55000,218.33752715,0101000020E6100000A5BDC117268B5EC0F163CC5D4B084340
060462000423,BENICIA MIDDLE,BENICIA UNIFIED,1188,539,261,1100 S.AMPTON RD,BENICIA,CA,94510,SOLANO COUNTY,1,1,2,38.067900,-122.171900,71922,SHS_780,6,4,1,55000,165.44003284,0101000020E6100000AC8BDB68008B5EC0FFB27BF2B0084340
060462000427,ROBERT SEMPLE ELEMENTARY,BENICIA UNIFIED,456,171,201,2015 EAST THIRD ST,BENICIA,CA,94510,SOLANO COUNTY,1,1,1,38.059000,-122.147900,71918,SHS_780,6,4,1,55000,198.38716443,0101000020E610000005C58F3177895EC0643BDF4F8D074340
060480000463,NORTHWOOD ELEMENTARY,BERRYESSA UNION ELEMENTARY,467,15,167,2760 EAST TRIMBLE RD,SAN JOSE,CA,95132,SANTA CLARA COUNTY,1,1,1,37.408800,-121.881400,71363,SHS_680,6,8,1,145000,244.74556005,0101000020E610000071AC8BDB68785EC06A4DF38E53B44240
060558009317,FESLER (ISAAC) JUNIOR HIGH,SANTA MARIA-BONITA,876,47,692,1100 EAST FESLER ST,SANTA MARIA,CA,93454,SANTA BARBARA COUNTY,1,1,2,34.956100,-120.419500,53768,SHS_101,6,6,2,57400,208.61572571,0101000020E6100000022B8716D91A5EC051DA1B7C617A4140
060561000503,ALLEN AVENUE ELEMENTARY,BONITA UNIFIED,420,137,152,740 EAST ALLEN AVE,SAN DIMAS,CA,91773,LOS ANGELES COUNTY,1,1,1,34.117200,-117.793600,65917,SHS_210,6,8,1,177000,277.63637035,0101000020E6100000C286A757CA725DC0AC8BDB68000F4140
060561000506,CHAPARRAL HIGH (CONTINUATION),BONITA UNIFIED,105,29,72,121 WEST ALLEN AVE,SAN DIMAS,CA,91773,LOS ANGELES COUNTY,4,1,3,34.117800,-117.807800,65907,SHS_210,6,10,1,177000,209.94877877,0101000020E61000005D6DC5FEB2735DC002BC0512140F4140
060561000511,LA VERNE HEIGHTS ELEMENTARY,BONITA UNIFIED,483,205,100,1550 BASELINE RD,LA VERNE,CA,91773,LOS ANGELES COUNTY,1,1,1,34.121700,-117.773900,65925,SHS_210,6,8,1,163000,267.80865913,0101000020E6100000F697DD9387715DC02BF697DD930F4140
060561005840,VISTA (ALTERNATIVE),BONITA UNIFIED,39,8,30,127 WEST ALLEN AVE,SAN DIMAS,CA,91773,LOS ANGELES COUNTY,4,1,4,34.117900,-117.808800,65907,SHS_210,6,10,1,177000,194.05393001,0101000020E61000004F401361C3735DC06519E258170F4140
060588000529,BREA-OLINDA HIGH,BREA-OLINDA UNIFIED,1928,840,448,789 NORTH WILDCAT WAY,BREA,CA,92821,ORANGE COUNTY,1,1,3,33.932100,-117.876200,42923,SHS_057,6,10,2,228000,267.03142305,0101000020E610000055302AA913785DC0014D840D4FF74040
060588000530,LAUREL ELEMENTARY,BREA-OLINDA UNIFIED,327,64,220,200 SOUTH FLOWER AVE,BREA,CA,92821,ORANGE COUNTY,1,1,1,33.916200,-117.897100,49605,SHS_090,6,4,3,63600,96.82794497,0101000020E6100000764F1E166A795DC0304CA60A46F54040
060627000549,CAMERADO SPRINGS MIDDLE,BUCKEYE UNION ELEMENTARY,580,440,119,2480 MERRYCHASE DR,CAMERON PARK,CA,95682,EL DORADO COUNTY,1,1,2,38.657900,-121.004600,42143,SHS_050,6,5,2,63000,233.88639245,0101000020E6100000F163CC5D4B405EC0EA04341136544340
060627010767,CHARTER MONTESSORI BLUE OAK CAMPUS,BUCKEYE UNION ELEMENTARY,238,181,44,2391 MERRYCHASE DR,CAMERON PARK,CA,95682,EL DORADO COUNTY,1,1,1,38.657700,-121.003300,42143,SHS_050,6,5,2,63000,201.56433776,0101000020E6100000EA04341136405EC0234A7B832F544340
060636000554,ARTHUR F. COREY ELEMENTARY,BUENA PARK ELEMENTARY,612,116,348,7351 HOLDER ST,BUENA PARK,CA,90620,ORANGE COUNTY,1,1,1,33.855000,-118.021200,49832,SHS_091,6,10,2,259000,90.62873116,0101000020E610000036AB3E575B815DC03D0AD7A370ED4040
060636000556,CARL E. GILBERT ELEMENTARY,BUENA PARK ELEMENTARY,755,22,713,7255 EIGHTH ST,BUENA PARK,CA,90621,ORANGE COUNTY,1,1,1,33.867800,-118.006600,28294,SHS_005,6,6,1,167300,279.42549129,0101000020E6100000D50968226C805DC002BC051214EF4040
060636000559,MABEL L. PENDLETON ELEMENTARY,BUENA PARK ELEMENTARY,509,33,446,7101 STANTON AVE,BUENA PARK,CA,90621,ORANGE COUNTY,1,1,1,33.857500,-117.994600,49852,SHS_091,6,12,2,263000,162.25759733,0101000020E61000008126C286A77F5DC0F6285C8FC2ED4040
